,fid,text_title,event_id,start_page_event,page_event_number,text_place_title,character_id,family_name,given_name,page_first_mentioned,number,religion,relig_att_char,country_of_birth,place_name,location_religion,relig_att_loc,geolocation,location_name,location_country,author_birth_location,country_of_birth_author,text_place_id,location_id,author_id,author_birth_place_id,full_name,event_order,initial_country,final_country,initial_place,final_place,has_changed,has_immigrated
1060,1061,Of One Community,4800,66,1,Chanakyapuri in Of One Community,4747.0,Narrator's Mother,Unknown,66.0,Single,Hindu,Speculation,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator's Mother Unknown,66.01,India,India,Chanakyapuri,Satya Marg,False,False
1061,1062,Of One Community,4803,67,2,Chanakyapuri in Of One Community,4755.0,Narrator,Unknown,66.0,Single,Hindu,Speculation,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator Unknown,67.02,India,India,Chanakyapuri,Satya Marg,False,False
1062,1063,Of One Community,4803,67,2,Chanakyapuri in Of One Community,4416.0,Narrator's Mother,Unknown,123.0,Single,Sikh,,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator's Mother Unknown,67.02,India,India,Chanakyapuri,Dera Baba Nanak,False,False
1063,1064,Of One Community,4803,67,2,Chanakyapuri in Of One Community,4749.0,Narrator's Wife,Simran,66.0,Single,Hindu,Speculation,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator's Wife Simran,67.02,India,India,Chanakyapuri,Chanakyapuri,False,False
1064,1065,Of One Community,4803,67,2,Chanakyapuri in Of One Community,4776.0,Hussain's Wife,Unknown,68.0,Single,Muslim,Self-identified,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Hussain's Wife Unknown,67.02,India,India,Chanakyapuri,Satya Marg,False,False
1065,1066,Of One Community,4804,70,1,Chanakyapuri in Of One Community,4755.0,Narrator,Unknown,66.0,Single,Hindu,Speculation,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator Unknown,70.01,India,India,Chanakyapuri,Satya Marg,False,False
1066,1067,Of One Community,4804,70,1,Chanakyapuri in Of One Community,4749.0,Narrator's Wife,Simran,66.0,Single,Hindu,Speculation,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator's Wife Simran,70.01,India,India,Chanakyapuri,Chanakyapuri,False,False
1067,1068,Of One Community,4804,70,1,Chanakyapuri in Of One Community,4416.0,Narrator's Mother,Unknown,123.0,Single,Sikh,,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Narrator's Mother Unknown,70.01,India,India,Chanakyapuri,Dera Baba Nanak,False,False
1068,1069,Of One Community,4804,70,1,Chanakyapuri in Of One Community,4776.0,Hussain's Wife,Unknown,68.0,Single,Muslim,Self-identified,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Hussain's Wife Unknown,70.01,India,India,Chanakyapuri,Satya Marg,False,False
1069,1070,Of One Community,4804,70,1,Chanakyapuri in Of One Community,4754.0,Hussain,Shaukat,68.0,Single,Muslim,Other-identified.Narrator other-attributed,,Chanakyapuri,Unknown,,CREATED,Chanakyapuri,India,Delhi,British India,4801,4789,3152,3108,Hussain Shaukat,70.01,India,India,Chanakyapuri,Satya Marg,False,False
1070,1071,The Parade,4810,170,1,Gurdwara Bangla Sahib in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Gurdwara Bangla Sahib,Sikh,Self-identified,CREATED,Gurdwara Bangla Sahib,India,Delhi,British India,4814,4815,3152,3108,Unknown Narrator Abnash,170.01,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1071,1072,The Parade,4827,170,2,Gurdwara Bangla Sahib in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Gurdwara Bangla Sahib,Sikh,Self-identified,CREATED,Gurdwara Bangla Sahib,India,Delhi,British India,4814,4815,3152,3108,Unknown Narrator Abnash,170.02,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1072,1073,The Parade,4827,170,2,Gurdwara Bangla Sahib in The Parade,4825.0,Abnash's sister-in-law's husband,Unknown,170.0,Single,Sikh,Speculation,,Gurdwara Bangla Sahib,Sikh,Self-identified,CREATED,Gurdwara Bangla Sahib,India,Delhi,British India,4814,4815,3152,3108,Abnash's sister-in-law's husband Unknown,170.02,India,India,Gurdwara Bangla Sahib,Gurdwara Bangla Sahib,False,False
1073,1074,The Parade,4827,170,2,Gurdwara Bangla Sahib in The Parade,4823.0,Abnash's Sister-in-law,Unknown,170.0,Single,Sikh,Speculation,,Gurdwara Bangla Sahib,Sikh,Self-identified,CREATED,Gurdwara Bangla Sahib,India,Delhi,British India,4814,4815,3152,3108,Abnash's Sister-in-law Unknown,170.02,India,India,Gurdwara Bangla Sahib,Gurdwara Bangla Sahib,False,False
1074,1075,The Parade,4830,171,1,Rawalpindi in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Rawalpindi,Sikh,Speculation,CREATED,Rawalpindi,Pakistan,Delhi,British India,4831,33,3152,3108,Unknown Narrator Abnash,171.01,India,India,Gurdwara Bangla Sahib,Paharganj,True,False
1075,1076,The Parade,4830,171,1,Rawalpindi in The Parade,4812.0,Abnash's Husband,Unknown,170.0,Single,Sikh,Speculation,,Rawalpindi,Sikh,Speculation,CREATED,Rawalpindi,Pakistan,Delhi,British India,4831,33,3152,3108,Abnash's Husband Unknown,171.01,India,India,Gurdwara Bangla Sahib,Paharganj,True,False
1076,1077,Basant The Fool,4838,44,1,Gurdwara Bangla Sahib in The Parade,4586.0,Sarna,Mohinder Singh,44.0,Single,Sikh,Definitional,,Gurdwara Bangla Sahib,Sikh,Self-identified,CREATED,Gurdwara Bangla Sahib,India,Delhi,British India,4814,4815,3152,3108,Sarna Mohinder Singh,44.01,India,India,Gurdwara Bangla Sahib,Delhi,False,False
1077,1078,Basant The Fool,4850,44,2,Delhi in Basant The Fool,4586.0,Sarna,Mohinder Singh,44.0,Single,Sikh,Definitional,,Delhi,Unaffiliated,,TRUE,Delhi,India,Delhi,British India,4849,3108,3152,3108,Sarna Mohinder Singh,44.02,India,India,Gurdwara Bangla Sahib,Delhi,False,False
1078,1079,Basant The Fool,4851,45,1,Rawalpindi in Basant The Fool,3259.0,Narang,Nanak Singh,44.0,Single,Sikh,Definitional,India,Rawalpindi,Sikh,Other-identified,TRUE,Rawalpindi,Pakistan,Delhi,British India,4846,33,3152,3108,Narang Nanak Singh,45.01,India,India,Delhi,Delhi,True,False
1079,1080,Basant The Fool,4855,45,2,Rawalpindi in Basant The Fool,4586.0,Sarna,Mohinder Singh,44.0,Single,Sikh,Definitional,,Rawalpindi,Sikh,Other-identified,TRUE,Rawalpindi,Pakistan,Delhi,British India,4846,33,3152,3108,Sarna Mohinder Singh,45.02,India,India,Gurdwara Bangla Sahib,Delhi,True,False
1080,1081,Basant The Fool,4855,45,2,Rawalpindi in Basant The Fool,3259.0,Narang,Nanak Singh,44.0,Single,Sikh,Definitional,India,Rawalpindi,Sikh,Other-identified,TRUE,Rawalpindi,Pakistan,Delhi,British India,4846,33,3152,3108,Narang Nanak Singh,45.02,India,India,Delhi,Delhi,True,False
1081,1082,Basant The Fool,4855,45,2,Rawalpindi in Basant The Fool,3317.0,Aunt,Unknown,44.0,Single,Sikh,Other-identified,India,Rawalpindi,Sikh,Other-identified,TRUE,Rawalpindi,Pakistan,Delhi,British India,4846,33,3152,3108,Aunt Unknown,45.02,India,India,Delhi,Delhi,True,False
1082,1083,The Great Divide,4857,106,1,Karim's house in The Great Divide,4526.0,Dad,Karim,101.0,Single,Muslim,Nominal,,Karim's house,,,MAYBE,Punjab - India,India,Ludhiana,British India,4579,3448,3156,3157,Dad Karim,106.01,India,India,Punjab - India,Punjab - India,False,False
1083,1084,The Great Divide,4857,106,1,Karim's house in The Great Divide,4535.0,Nathoo,Chaudhry,105.0,Single,Muslim,Speculation,,Karim's house,,,MAYBE,Punjab - India,India,Ludhiana,British India,4579,3448,3156,3157,Nathoo Chaudhry,106.01,India,India,Punjab - India,Punjab - India,False,False
1084,1085,The Great Divide,4858,108,1,Karim's house in The Great Divide,4526.0,Dad,Karim,101.0,Single,Muslim,Nominal,,Karim's house,,,MAYBE,Punjab - India,India,Ludhiana,British India,4579,3448,3156,3157,Dad Karim,108.01,India,India,Punjab - India,Punjab - India,False,False
1085,1086,The Great Divide,4858,108,1,Karim's house in The Great Divide,4735.0,Son of Karim,Yazid,103.0,Single,Muslim,Definitional,,Karim's house,,,MAYBE,Punjab - India,India,Ludhiana,British India,4579,3448,3156,3157,Son of Karim Yazid,108.01,India,India,Punjab - India,Punjab - India,False,False
1086,1087,The Great Divide,4858,108,1,Karim's house in The Great Divide,4534.0,Village midwife,Bakhto,105.0,Single,Muslim,Speculation,,Karim's house,,,MAYBE,Punjab - India,India,Ludhiana,British India,4579,3448,3156,3157,Village midwife Bakhto,108.01,India,India,Punjab - India,Punjab - India,False,False
1087,1088,The Great Divide,4858,108,1,Karim's house in The Great Divide,4529.0,Wife of Karim,Jeena,102.0,Single,Muslim,Speculation,,Karim's house,,,MAYBE,Punjab - India,India,Ludhiana,British India,4579,3448,3156,3157,Wife of Karim Jeena,108.01,India,India,Punjab - India,Punjab - India,False,False
1088,1089,A Woman's Integrity,4884,137,1,Tarlahi village in A Woman's Integrity,4886.0,Singh,Sampooran,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Sampooran,137.01,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1089,1090,A Woman's Integrity,4894,137,2,Tarlahi village in A Woman's Integrity,4886.0,Singh,Sampooran,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Sampooran,137.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1090,1091,A Woman's Integrity,4894,137,2,Tarlahi village in A Woman's Integrity,4895.0,Singh,Amolak,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Amolak,137.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1091,1092,The Parade,4944,172,1,Gurdwara Bangla Sahib in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Gurdwara Bangla Sahib,Sikh,Self-identified,CREATED,Gurdwara Bangla Sahib,India,Delhi,British India,4814,4815,3152,3108,Unknown Narrator Abnash,172.01,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1092,1093,The Parade,4945,172,2,Paharganj in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Unknown Narrator Abnash,172.02,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1093,1094,The Parade,4945,172,2,Paharganj in The Parade,4946.0,Abnash's Sister-in-law's neighbours,Unknown,172.0,Single,Sikh,Speculation,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Abnash's Sister-in-law's neighbours Unknown,172.02,India,India,Paharganj,Paharganj,False,False
1094,1095,The Parade,4954,172,3,Paharganj in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Unknown Narrator Abnash,172.03,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1095,1096,The Parade,4956,172,4,Paharganj in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Unknown Narrator Abnash,172.04,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1096,1097,The Parade,4956,172,4,Paharganj in The Parade,4957.0,Wife of Lame Lawyer,Unknown,172.0,Single,Sikh,Speculation,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Wife of Lame Lawyer Unknown,172.04,India,India,Paharganj,Paharganj,False,False
1097,1098,The Parade,4956,172,4,Paharganj in The Parade,4963.0,Wife of the overseer,Unknown,173.0,Single,Unknown,,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Wife of the overseer Unknown,172.04,India,India,Paharganj,Paharganj,False,False
1098,1099,The Parade,4956,172,4,Paharganj in The Parade,4964.0,Neighbour 02,Unknown,174.0,Single,Unknown,,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Neighbour 02 Unknown,172.04,India,India,Paharganj,Paharganj,False,False
1099,1100,The Parade,4965,174,1,Punjabi Lane in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Unknown Narrator Abnash,174.01,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1100,1101,The Parade,4965,174,1,Punjabi Lane in The Parade,4969.0,Rioter 01,Unknown,174.0,Single,Sikh,Speculation,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Rioter 01 Unknown,174.01,India,India,Punjabi Lane,Punjabi Lane,False,False
1101,1102,The Parade,4965,174,1,Punjabi Lane in The Parade,4970.0,Spectator at riots 01,Unknown,174.0,Single,Sikh,Speculation,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Spectator at riots 01 Unknown,174.01,India,India,Punjabi Lane,Punjabi Lane,False,False
1102,1103,The Parade,4965,174,1,Punjabi Lane in The Parade,4971.0,Spectator at riots 02,Unknown,175.0,Single,Sikh,Speculation,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Spectator at riots 02 Unknown,174.01,India,India,Punjabi Lane,Punjabi Lane,False,False
1103,1104,The Parade,4965,174,1,Punjabi Lane in The Parade,4973.0,2 (naked) Muslim girls,Unknown,175.0,Group.Female-dominant,Muslim,,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,2 (naked) Muslim girls Unknown,174.01,India,India,Punjabi Lane,Tees Hazari -Refugee Camp,False,False
1104,1105,The Parade,4965,174,1,Punjabi Lane in The Parade,4968.0,Crowd observing rioters,Unknown,174.0,Group,Sikh|Hindu,Speculation,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Crowd observing rioters Unknown,174.01,India,India,Punjabi Lane,Punjabi Lane,False,False
1105,1106,The Parade,4965,174,1,Punjabi Lane in The Parade,4962.0,Rioters destroying muslim property,Unknown,173.0,Group.Male-dominant,Sikh|Hindu,Speculation,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Rioters destroying muslim property Unknown,174.01,India,India,Paharganj,Punjabi Lane,False,False
1106,1107,The Parade,4965,174,1,Punjabi Lane in The Parade,4972.0,Drum Beater at Riots,Unknown,175.0,Single,Unknown,,,Punjabi Lane,Hindu|Sikh,Speculation,CREATED,Punjabi Lane,India,Delhi,British India,4966,4967,3152,3108,Drum Beater at Riots Unknown,174.01,India,India,Punjabi Lane,Punjabi Lane,False,False
1107,1108,The Parade,4974,176,1,Tees Hazari refugee camp in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Tees Hazari refugee camp,Muslim,,CREATED,Tees Hazari -Refugee Camp,India,Delhi,British India,4976,4977,3152,3108,Unknown Narrator Abnash,176.01,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1108,1109,The Parade,4974,176,1,Tees Hazari refugee camp in The Parade,4975.0,Abnash's Son,Gurdeep,176.0,Single,Sikh,Speculation,,Tees Hazari refugee camp,Muslim,,CREATED,Tees Hazari -Refugee Camp,India,Delhi,British India,4976,4977,3152,3108,Abnash's Son Gurdeep,176.01,India,India,Tees Hazari -Refugee Camp,Tees Hazari -Refugee Camp,False,False
1109,1110,The Parade,4974,176,1,Tees Hazari refugee camp in The Parade,4973.0,2 (naked) Muslim girls,Unknown,175.0,Group.Female-dominant,Muslim,,,Tees Hazari refugee camp,Muslim,,CREATED,Tees Hazari -Refugee Camp,India,Delhi,British India,4976,4977,3152,3108,2 (naked) Muslim girls Unknown,176.01,India,India,Punjabi Lane,Tees Hazari -Refugee Camp,False,False
1110,1111,The Parade,4978,176,2,Paharganj in The Parade,4811.0,Unknown Narrator,Abnash,170.0,Single,Sikh,Other-identified.Narrator other-attributed,,Paharganj,Sikh,Speculation,CREATED,Paharganj,India,Delhi,British India,4947,4948,3152,3108,Unknown Narrator Abnash,176.02,India,India,Gurdwara Bangla Sahib,Paharganj,False,False
1111,1112,The Dog of Titwal,5036,23,4,Titwal in The Dog of Titwal,3307.0,Singh,Jamadar Harnam,22.0,Single,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Singh Jamadar Harnam,23.04,India,India,Titwal,Titwal,False,False
1112,1113,The Dog of Titwal,5036,23,4,Titwal in The Dog of Titwal,3472.0,"Non-human, Dog",Jhun Jhun,23.0,Single,Unaffiliated,Definitional,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,"Non-human, Dog Jhun Jhun",23.04,India,India,Titwal,Titwal,False,False
1113,1114,The Dog of Titwal,5067,24,1,Titwal in The Dog of Titwal,3479.0,Indian Soldier - 1,Unknown,23.0,Group.Male-dominant,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Indian Soldier - 1 Unknown,24.01,India,India,Titwal,Titwal,False,False
1114,1115,The Dog of Titwal,5070,24,4,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,24.04,India,India,Titwal,Titwal,False,False
1115,1116,The Dog of Titwal,5070,24,4,Titwal in The Dog of Titwal,3498.0,Platoon Commander,Unknown,25.0,Single,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Platoon Commander Unknown,24.04,India,India,Titwal,Titwal,False,False
1116,1117,The Dog of Titwal,5072,24,5,Titwal in The Dog of Titwal,3475.0,Pakistani Soldier,Bashir,24.0,Single,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier Bashir,24.05,India,India,Titwal,Titwal,False,False
1117,1118,Crusader,5075,100,5,Gondlanwala village in Crusader,5045.0,Choudhry,Khalil,99.0,Single,Muslim,Self-identified,,Gondlanwala village,,,TRUE,Gondlanwala village,Pakistan,Delhi,British India,5077,4875,3152,3108,Choudhry Khalil,100.05,Pakistan,Pakistan,Laddewala Varaich,Kamoki Refugee Camp,False,False
1118,1119,Crusader,5075,100,5,Gondlanwala village in Crusader,5057.0,Gondals,Unknown,100.0,Group.Male-dominant,Unknown,,,Gondlanwala village,,,TRUE,Gondlanwala village,Pakistan,Delhi,British India,5077,4875,3152,3108,Gondals Unknown,100.05,Pakistan,Pakistan,Gondlanwala village,Gondlanwala village,False,False
1119,1120,The Dog of Titwal,5078,24,7,Titwal in The Dog of Titwal,3472.0,"Non-human, Dog",Jhun Jhun,23.0,Single,Unaffiliated,Definitional,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,"Non-human, Dog Jhun Jhun",24.07,India,India,Titwal,Titwal,False,False
1120,1121,The Dog of Titwal,5078,24,7,Titwal in The Dog of Titwal,3475.0,Pakistani Soldier,Bashir,24.0,Single,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier Bashir,24.07,India,India,Titwal,Titwal,False,False
1121,1122,The Dog of Titwal,5079,24,9,Titwal in The Dog of Titwal,3475.0,Pakistani Soldier,Bashir,24.0,Single,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier Bashir,24.09,India,India,Titwal,Titwal,False,False
1122,1123,The Dog of Titwal,5081,25,3,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,25.03,India,India,Titwal,Titwal,False,False
1123,1124,The Dog of Titwal,5081,25,3,Titwal in The Dog of Titwal,3475.0,Pakistani Soldier,Bashir,24.0,Single,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier Bashir,25.03,India,India,Titwal,Titwal,False,False
1124,1125,The Dog of Titwal,5085,25,4,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,25.04,India,India,Titwal,Titwal,False,False
1125,1126,The Dog of Titwal,5085,25,4,Titwal in The Dog of Titwal,3475.0,Pakistani Soldier,Bashir,24.0,Single,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier Bashir,25.04,India,India,Titwal,Titwal,False,False
1126,1127,The Dog of Titwal,5086,25,5,Titwal in The Dog of Titwal,3478.0,Pakistani Soldier - 1,Unknown,23.0,Group.Male-dominant,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier - 1 Unknown,25.05,India,India,Titwal,Titwal,False,False
1127,1128,Crusader,5087,104,1,kamoki camp in Crusader,5045.0,Choudhry,Khalil,99.0,Single,Muslim,Self-identified,,kamoki camp,Unknown,,MAYBE,Kamoki Refugee Camp,Pakistan,Delhi,British India,5089,4877,3152,3108,Choudhry Khalil,104.01,Pakistan,Pakistan,Laddewala Varaich,Kamoki Refugee Camp,False,False
1128,1129,Crusader,5087,104,1,kamoki camp in Crusader,5053.0,moneylender's daughter,preeto,99.0,Single,Unknown,,,kamoki camp,Unknown,,MAYBE,Kamoki Refugee Camp,Pakistan,Delhi,British India,5089,4877,3152,3108,moneylender's daughter preeto,104.01,Pakistan,Pakistan,Kamoki Refugee Camp,Kamoki Refugee Camp,False,False
1129,1130,Crusader,5087,104,1,kamoki camp in Crusader,5062.0,Preeto's maternal uncle,unknown,103.0,Single,Unknown,,,kamoki camp,Unknown,,MAYBE,Kamoki Refugee Camp,Pakistan,Delhi,British India,5089,4877,3152,3108,Preeto's maternal uncle unknown,104.01,Pakistan,Pakistan,Kamoki Refugee Camp,Kamoki Refugee Camp,False,False
1130,1131,The Dog of Titwal,5088,25,6,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,25.06,India,India,Titwal,Titwal,False,False
1131,1132,The Dog of Titwal,5091,25,10,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,25.1,India,India,Titwal,Titwal,False,False
1132,1133,The Dog of Titwal,5092,26,3,Titwal in The Dog of Titwal,3307.0,Singh,Jamadar Harnam,22.0,Single,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Singh Jamadar Harnam,26.03,India,India,Titwal,Titwal,False,False
1133,1134,The Dog of Titwal,5093,26,5,Titwal in The Dog of Titwal,3307.0,Singh,Jamadar Harnam,22.0,Single,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Singh Jamadar Harnam,26.05,India,India,Titwal,Titwal,False,False
1134,1135,The Dog of Titwal,5093,26,5,Titwal in The Dog of Titwal,3479.0,Indian Soldier - 1,Unknown,23.0,Group.Male-dominant,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Indian Soldier - 1 Unknown,26.05,India,India,Titwal,Titwal,False,False
1135,1136,The Dog of Titwal,5094,26,6,Titwal in The Dog of Titwal,3307.0,Singh,Jamadar Harnam,22.0,Single,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Singh Jamadar Harnam,26.06,India,India,Titwal,Titwal,False,False
1136,1137,The Dog of Titwal,5095,26,8,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,26.08,India,India,Titwal,Titwal,False,False
1137,1138,The Dog of Titwal,5096,26,9,Titwal in The Dog of Titwal,3473.0,Khan,Subedar Himmat,24.0,Single,Muslim,Nominal,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Khan Subedar Himmat,26.09,India,India,Titwal,Titwal,False,False
1138,1139,The Dog of Titwal,5097,26,11,Titwal in The Dog of Titwal,3472.0,"Non-human, Dog",Jhun Jhun,23.0,Single,Unaffiliated,Definitional,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,"Non-human, Dog Jhun Jhun",26.11,India,India,Titwal,Titwal,False,False
1139,1140,The Dog of Titwal,5097,26,11,Titwal in The Dog of Titwal,3307.0,Singh,Jamadar Harnam,22.0,Single,Hindu,Speculation,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Singh Jamadar Harnam,26.11,India,India,Titwal,Titwal,False,False
1140,1141,The Dog of Titwal,5098,27,1,Titwal in The Dog of Titwal,3472.0,"Non-human, Dog",Jhun Jhun,23.0,Single,Unaffiliated,Definitional,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,"Non-human, Dog Jhun Jhun",27.01,India,India,Titwal,Titwal,False,False
